fallacy_label	text
Ad Hominem	And people who can't get past that and take out the problem are destined to be oppressed. Maybe you should go to a rally and sing some hippy songs.
Ad Hominem	The world isn't a person!
Ad Hominem	You are a crimina. So you should exit this discussion.
Ad Hominem	Flying cars will become reality because I have an technology degree and I say so.
Ad Hominem	You damn racist. I would let everyone in, so you get mad.
Ad Hominem	People who think otherwise are stupid.
Ad Hominem	Who are you that you tell this bullshit? Your argument is totally nonsense...
Ad Hominem	Of course it should. You must be bad at math if you think a farmer could financially survive the current situation on the market.
Ad Hominem	Of course. You throw your garbage into the ocean, dont you? you are responsible for killings. Murderer.
Ad Hominem	Im sure the only thing YOU do is getting children. BETTER GO TO UNIVERSITY AND STUDY!!
Ad Hominem	Christians should accept same sex marriage
Ad Hominem	I don't think these hackers need any encouragement..sending their sexts and snapchats.
Ad Hominem	Television hasn't destroyed anyone, only losers and stupid people destroy themselves.
Ad Hominem	Testing athletes for use of drugs is justified because they are in the public eye.
Ad Hominem	If you look at how much money we spend on Welfare you would know we would never blow it on fake money for NASA.
Ad Hominem	test withouz a rel
Ad Hominem	If you dont like heavy metal,  you are too soft.
Ad Hominem	How could anyone be so uneducated to even ask such a question?
Ad Hominem	we should always try to grow our economy
Ad Hominem	Because drugs may harm our lives and gives lot of health problems
Ad Hominem	Too many slow imbeciles would be crashing into each other due to their inferior reflexes and intelligence. For as long as this planet is full of idiots like you we could never responsibly allow flying cars to exist, even if we had the technology. It's a pity, really.
Ad Hominem	Teachers like you are the cancer of school system.
Ad Hominem	No he is just another storyteller who lost his life because of stupidity.
Ad Hominem	Are you a lawyer? You sound like one. But not like a good one.
Ad Hominem	You are too soft. Children need rules, like: NO COMPUTERS IN CLASSROOM.
Ad Hominem	Because there must not be sex difference in the schools
Ad Hominem	Did you even understood what you're talking about?
Ad Hominem	People who don't think tv is good for kids are luddites
Ad Hominem	nope and nope. get your music right.
Ad Hominem	Do not be so stupid. You would even give every lettuce leaf special rights.
Ad Hominem	Im sure you are a christ, that is the reason why you are so prejudiced.
Ad Hominem	Yes, there is a fight
Ad Hominem	est für ContraArgu
Ad Hominem	Apple has already been succeed when compared to Microsoft and it is helping a lot of people
Ad Hominem	Obviously, you only ask that question because you are thinking of cliches against handicapped people.
Emotional Language	No, imagine you were a teacher and everybody would just concentrate on their smartphones? How would that feel?
Emotional Language	Nuclear power was the reason of death of millions of people. It should vanish from this planet
Emotional Language	Don't you dare call Miscrosoft the new Apple, Steve Jobs just died, are you trying to upset his family?
Emotional Language	but it gives less power to employees and the recruiting quality decreases
Emotional Language	No, because it has the power to literally wipe out an entire country. That is just too emotionally distressful for people to bear. We woud never be able to rebuild.
Emotional Language	yes they allow us to connect
Emotional Language	My friend went to a social networking site and was abducted by another person from there. They are scary and are bad for society.
Emotional Language	Global warming is a real think that will affect your children and grandchildren.  We need a task force to tackle this huge problem before it is too late and we leave no future for our children and grandchildren.
Emotional Language	My little treasure shall get the best education opportunities. And excuse me but studies with challenged childs is not the best choice.
Emotional Language	If you abort your child, you miss a smiling face, whenever you could cuddle him/her. DONT legalize it for more little happy faces
Emotional Language	IT IS HORRIBLE TO USE NUCLEAR ENERGY.
Emotional Language	preservation of the species is critical especially when of the world governments are allowing the natural habitat to be destroyed. One will note of the previous sentence that it is imperative that we do relocate some members of the species to a different location – such as  a zoo.
Emotional Language	I am a mother of 3 children and my body is not perfect anymore. But i dont care, because all people are pretty, no matter what their  body looks like.
Emotional Language	If you censor parts of the media little children will starve because a dictator will rise and confiscate all money.
Emotional Language	Of course! It would be so sad if all has been a lie.
Emotional Language	Not exactly. But we need to take care of them more than school.
Emotional Language	No, think about it... The average german like you and me has to work 40 hours per week and gets only around 15 euros per hour. 
Emotional Language	i need to write an argument
Emotional Language	You couldn't possibly buy that wile thinking about all the poor, abused people who were exploited to produce these things.
Emotional Language	It is sad they will never get a date in history.
Emotional Language	You cannot send them back. They will be so sad.
Emotional Language	Christians make donations for the poor and therefore want them to have a better life. Of course they're peaceful.
Emotional Language	Imagine cute baby-gorillas in a prison! I say: NO
Emotional Language	Most humans are good, they love their dogs and cats. It would be too sad, if humanity did extinct animals.
Emotional Language	The grading system used in high school is ineffective. So many kids strive in fields other than math and English, think of all the potential lost by failing them and making them lose confidence.
Emotional Language	Steve Jobs died, how can you offend him like that?  This question is not arguable if you have some respect for the dead. He was the best. Noone can compete with apple.
Emotional Language	If you dont pay them, they might land on the street,  without food. Do you want this, apple?
Emotional Language	No many families have been separated and this needs to stop.
Emotional Language	How does that make it right? To me it seems as though you've been desensitized to violence. Would you want your kids to watch that?
Emotional Language	I believe they are to blame because humans hunt for meat and eat meat daily. Some of them more so than others, especially in other parts of the country.
Emotional Language	No he sucks! And that's a fact!
Emotional Language	But think of all the children born with cleft lips. Do you want them to be made fun of?
Emotional Language	How can a female kill her cute, innocent baby at her own will? One cannot forget this murder, it is so dramatic. Abortion should be illegal.
Emotional Language	If you look at the big cute,hopeful eyes of these poor gorillas in the zoo, you immediatly know, that such pretty animals should not  be held in prison.
Emotional Language	Yes, I think so. Many of the employees have families with children.
Emotional Language	If we let our country and the EU get extorted by the Greeks and allow them to leech off our current wealth any longer we are completely (and negatively) changing the prosperity and future of our own children and grandchildren. Our descandents will suffer the consequences and will pay on and on and on if we don't step in now. Think about your own kids and how they will grow up, knowing that their mom or dad did not have the courage to act and step in when the time demanded it! Imagine their disappointment in you, is that really what you want?
Emotional Language	We should be working towards helping out planet and using natural resources.
Emotional Language	It will damage your eyes.
Emotional Language	Because they post only useful information
Emotional Language	This kind of music ruins our good society.
Emotional Language	Test for an Argument
Emotional Language	Dont abort, you will miss some cute baby-eyes.
Emotional Language	Environment is the best thing we got. You can go into the forest, you can smell the leafs. You can get rid of bad thoughts when you wander around through nature. Everything has to be done to protect it. Also a global environment task force.
Emotional Language	We may not exclude greeks from our society. We have learned to love each other over generations, now you want a divorce?
Emotional Language	Yes, the Bild-Zeitung had the Bild-Girl for a while on the cover page. Can you remember? It was a nude girl. A NUDE GIRL. My children could see this nude girl. MY CHILDREN! Now they took it away, because many people were against it. But it should have been censored earlier.
Emotional Language	How could someone oppress our women? They are our mothers, our lovers, our everything.. nobody would be so cruel.
Emotional Language	Cause the country is led by a dictator.
Emotional Language	I like how celebrities are treated like non-celebrities when it comes to the law.
Emotional Language	Gorillas are very huge creatures and it should not be kept anywhere
Emotional Language	If Greece leaves Europe, the IS or Russia will overtake the country which will lead to a new war!
Emotional Language	"Please, Apple, don't pay any money to these so-called ""musicians"" - they are just rich cocain junkies, we don't want to support them  further..."
Emotional Language	Apple must pay the artist! You want them to do living for free and end up on the street while you're listening to their music from your brand new iShit?
Emotional Language	I get mad when i think about all these poor guys on the street, having no home, no job, no family. All because they started taking drugs. Its so sad, we need heavier penalties.
Emotional Language	Of course! I mean, innocent women don't deserve such a bad men's attitude.
Emotional Language	No or would you prefer to ruin their little lives.
Emotional Language	No, the cute little bunnies and sweet monkeys do not deserve to suffer!
Emotional Language	Yes, dont give away your children to strangers. First: they cannot give as much love as a mother can give. Second: Dont trust strangers, they might be sexual criminals.
Emotional Language	What is with good old man-woman love? It is the best existing thing. Did you ever feel it? It feels warm and right.  Everything else should not get accepted.
Emotional Language	I ACTUALLY AGREE WITH YOU. I MEANT THAT I DID WANT EUROPE TO TAKE IMMIGRANTS.
Emotional Language	Gangsta rap is the thing. Heavy metal is for old freaks, who want a love/peace-revolution. If you are as hard and street-proven as me, you think the same.
Emotional Language	How can people be so cruel enough to watch someone slowly die in terrible pain and suffering?
Emotional Language	Yes because they are selfish.
Emotional Language	We must keep Europe safe - these people are mostly muslim terrorist and they're going to overtake our country if we let them in!
Emotional Language	Me and my family have been living a peaceful life, so far. Everything is fine. I dont want sick black people to come and ruin my idyll.
Emotional Language	No, look at all the horrible things he is responsible for! You should not talk with such terrible persons.
Emotional Language	What if somebodys mother dies and the student is in class. Why can he not answer his phone? How can you be so heartless?
Emotional Language	No, dont take awa our freeom. That is what william wallace fought for. So many people died and shed tears for freedom, now you want to throw it away?
Emotional Language	The deutsche post-strike is bad for my children. Now they wont get a present for christmas. Why do they do this?
Emotional Language	It makes my heart break when I see children sitting home alone on the couch today watching Spongebob. My mother spent time with me when I was young!
Emotional Language	It helps lower the chances of students not following directions.
Emotional Language	Ugly people deserve to remain ugly!
Emotional Language	No, people in families love each other, looking at someone you care about will always touch your heart and be more important than the television.
Emotional Language	imagine that you are an innocent bystander that is trapped in a room with little to no ventilation, and a poisonous gas is pouring in. Any other type of chemical beyond cigarette smoke would have people being desperate to get out of that room. We must ban smoking in one's home or else risk trapping future generations in a room with this poisonous gas.
Emotional Language	Bill gates spent so much money, hi is the best. He has so much love to give. His foundation collects billions of dollars from billionaires and gives it to the poor. Apple does just want to get money. So shameful.
Emotional Language	All these children who cry because they get bad marks. Stop this!
Emotional Language	Greece should be kicked out of the Eurozone! These lazy people and social system doesn't deserve support from hard-working states like Germany.
Emotional Language	Heavy metal is so loud. It can destroy your hearing. I prefer classical music. Mozart was a genius. And you might get a genius as well, if you listen to it.
Emotional Language	Of course can you imagine all the accidents?
Emotional Language	Yes because the poor athletes who play in a fair way.
Emotional Language	If people smoke at home they hurt their family-members, the one they love, through passive-smoke. It was such a shame if this was not illegal.
Emotional Language	I had detention when I was in high school, and the teacher really helped me turn my life around. Without his guidance in my detention time, I wouldn't have known anyone in the world cared about what happened to me. He saved my life, and I owe him everything. Don't you want other students to have that opportunity to learn and grow after making mistakes?
Emotional Language	Of course they will! Flying cars are awesome!
Emotional Language	Apple gets so much money from their music and they probably have to beg for money on the street to get something to eat. PAY THEM!!
Emotional Language	We have rebuilt in the past. Just look at how areas of Japan have recovered from their Nuclear disasters. Nuclear power could save the lives of millions. You don't want the people who depend on it to lose their jobs or even die do you?
Emotional Language	If we allow criminal refugees in germany, something horrible may happen like the Paris shootings. Why would anybody take that risk again?
Emotional Language	with no environmental protection, we have no future
Emotional Language	Better care about your family, love her!  Think about it, economical growth or a happy christmas with them?
Emotional Language	Plastic surgery isnt important,  Think of all those poor people that cant afford it.  They shouldnt have to worry about everyone else looking better than them just becasue they are poor.
Emotional Language	The world is our mother, it is a familiy-member. You would not want to hurt your mother, right?
Emotional Language	If this happened to your own children, you won't like it.
Emotional Language	Of course it's not - everything coming out from Apple have brought developes to frustration and tears..
Emotional Language	Milk shouldn't increase in price because some mothers can't provide breast milk and need to give milk to their children.
Emotional Language	I'm totally against it. I don't wanna see new pictures of children who lost their parents because of the bombs of the U.S.
Emotional Language	No! After exhausting training and competition, it is too hard to confront the poor athletes with stressful drug testing also.
Emotional Language	I dont want people to die. That is so sad and makes me cry. But sometimes brave men have to stand up against tyranny. Justice has to be served.
Emotional Language	Definitely! They just misuse their fame, this inequity makes me sick!
Emotional Language	I like humans have right. I don't think animals should.
Emotional Language	Imagine you have a little child that dies because a drunken driver causes an accident. Now tell me you dont want to have that forbidden.
Emotional Language	History shows that now it is a peaceful religion but converting half the world to it was by the way of killing people./
Emotional Language	We might can change him
Emotional Language	Its such a shame to drive and drink. I could cry when i hear that you did it. The highway is no place for experiments. It has to be forbidden
Emotional Language	Co-ed schools... think about what this means. Young boys and girls together in a room, partly without supervision of a teacher. I would not want my daughter to get pregnant while school.
Emotional Language	Yes humans destroy natural places for their own sake
Emotional Language	smoking should be illegal because of the devastation that is already caused by greedy corporations that do not care.the corporations have hoped individuals using sinister methods that make it that much more difficult for the individual to break free. When one smokes in his or her home or she not only punishes herself due to these greedy corporations, but those around him or her.
Emotional Language	People who listen to this music aren't usually coming far in life. It makes me sad to see how they throw away their future.
Emotional Language	But think about the children!
Emotional Language	By supporting Christians, you're supporting the molestation of children by priests.
Emotional Language	Imagine what the astronauts think and feel, how sorry and sad they must be when they hear people say we haven't been on the moon.
Emotional Language	Yes, OF COURSE!!! If you dont take care of the children, they might just do what they want and get criminals or abused on the streets. If you want to protect them provide daycare services.
Emotional Language	Oh no, forget it, Ronaldo is just such a mannequin. Look at Neuer then - what do you see? Look at him. This is German efficiency 2.0. He's gonna make you cry, make you girlfriend love him and make all other national teams just give up before even touching the ball!
Emotional Language	If your mom or sister or friend and she was gang raped by a group of illegals wouldn't you want her to have the chance to have the baby taken care of?
Emotional Language	Marijuana ruins lives and should not be legal- it can leave children without their parents.
Emotional Language	We should go to war; remember the horrified people leaping from the World Trade Center? If we don't fight, that will happen again.
Emotional Language	There are no studies about the emotional effects and the effects on parents of young children.
Emotional Language	How could you even argue about this thinking about all the little children in chemo because of lung cancer.
Emotional Language	yes that is what makes countries grow
Emotional Language	They are so cute that no one even considers harming them. There is no need to separate us, we are perfectly living together.
Emotional Language	I'm sure it will help better revenue realization and enhanced returns on investment
Emotional Language	do you seriously want people to loose their freedom even at their own home?
Emotional Language	Musicians warm our heart with their music. If you feel alone or whenever you are sad they comfort you. They help you so much, help them, too.
Emotional Language	Anyone who wants to see Gorillas can visit zoo.
Emotional Language	Yes I would have air rage because of dumb asses with  a mouth and air in their heads like you.
Emotional Language	I would never hurt a puppy nor ask anyone else to. Pets are not used in animal testing. Again, would you save a diseased rat over yourself?
Emotional Language	But think about the cows, they are exploited. Their udder is already sore. Maybe they cry in pain.
Emotional Language	But think about the children he killed, they were laying in their own blood on the streets, eyes wide open. How can you talk to such a man?
Emotional Language	No, class is a place for good old teacher and student information exchange. Not this modern internet stuff.
Emotional Language	Man, forget the kids, dont try to fool us.. We have to start the real war, or we're all gonna end up in world destroyed by terorrists and rapists.
Emotional Language	if Greek leaves, its credit will plummet and prolong the recession.
Emotional Language	Yeah but think about it, the web  itself isn't censored, but what about things like child pornography? That needs to be censored and just like media, the media breaks the trust of people so should be censored too!
Emotional Language	That still doesn't make it beneficial to the older children if they are studying easier curriculum
Emotional Language	Yes because drug use is bad for our society
Emotional Language	I MEANT TO SAY I WAS FOR THIS ONE.
Emotional Language	new special features
Emotional Language	Yes, and the normal citizen has to work and live by the law while these rich VIPs do what they want. Its so unfair and sad.
Emotional Language	All people should have a save home.
Emotional Language	MARIJAUNA CAN BE USED BECAUSE IT CAN HELP PEOPLE TO FEEL BETTER WHEN THEY ARE ILL.
Emotional Language	Testing on animals could save the life of you or a family member. Do you really think the life of your child is less important than a mouse?
Emotional Language	No. Do you really want our children to waste away in prison because they tried smoking weed at a party once? Just imagine your childs life being ruined by such a small mistake.
Emotional Language	One of the major elements of the EU is the common market, where all member states can freely export and import gods from each other - that is why we need every state in the EU.
Emotional Language	You can have a several hundred friends on Facebook. In real word it is impossible.
Emotional Language	. It promotes a sense of involvement.
Emotional Language	i write a useless argument
Emotional Language	Because all immigrants must be equal
Emotional Language	I feel that is a little too much information and isn't needed.
Emotional Language	Musicians work hard to produce music.
Emotional Language	Media does not ignore crimes from refugees deliberately - if they do so, it is because the crime in question was not worthy the coverage, regardless the question of nation or refugee status.
Emotional Language	They should definitely accept it, everyone has the right to be loved by a legal husband/wife.
Emotional Language	We need to censor the media to protect children. A child often sees bad things in the news and this hurts them!
Emotional Language	do the best for best one who really need it..............just go
Emotional Language	Yes, earlier we went into nature, watched little birds play with each other. Afterwards we came home and told our parents about it. Nowadays there is only Facebook, no more birds, no more nature. So sad!
Emotional Language	Do you want to have a Hitler again? No? Then this Topic is not arguable.
Emotional Language	No more war. Better make peace, love and be happy.
Emotional Language	Yes, look at their lazy population. Most of them are unemployed and from the age of 54 on, they are pensioners, whereas the hardworking german has to work until he is 65 and pay for their rent.
Hasty Generalization	If you fight once you will never stop fighting. Never start!
Hasty Generalization	Because gorillas may make people frightened and all the children are very afraid of gorillas
Hasty Generalization	do the best for best one who really need it ..............................must see what happpen
Hasty Generalization	Yes, because we were attacked, and if we don't go to war we will be attacked again.
Hasty Generalization	Just becuase someone is using it doesn't make it ok!
Hasty Generalization	Some people need plastic surgery after horrific accidents. Therefore, all forms of plastic surgery are good and plastic surgery is an important field of medicine.
Hasty Generalization	Yes, a neighbor of mine who goes to school has such a kid in his class, and this taught him to get along with handicapped people.
Hasty Generalization	do the best for best one who really need it
Hasty Generalization	Turkey helped us with the Refugees. They were beneficial for the EU there, they will be beneficial for the EU in general.
Hasty Generalization	Yes, these people are all sick.
Hasty Generalization	Sorry, but your teacher has no idea. When i was in Frankfurt some weeks ago, i met a drug-addict. He was so nice to me, it wasnt a problem at all. So we dont need heavier penalties.
Hasty Generalization	These people are all sick and want to get our money, dont let them in.
Hasty Generalization	No,  because these  people should not get abused.
Hasty Generalization	All streaming music should be for free. A friend of mine is a musician and he earns a lot from playing concerts.
Hasty Generalization	I do not know anyone who has gotten into an accident from driving under the influence so it is not a problem.
Hasty Generalization	Yes, because without money, nothing can be done.
Hasty Generalization	These university doctors did all cheat. Their undeserved title should not be shown on an official document.
Hasty Generalization	We have no space and not enough money for all the refugees. Therefore we shouldnt let refugees in.
Hasty Generalization	Yes they should because equality.
Hasty Generalization	People who want to make abortion legal just want to have sex all over the place without and consequences and use abortion as a form of birth control.
Hasty Generalization	Women just want to have sex all over the place like a man. That's what feminism does to women.
Hasty Generalization	I did not eat meat once for two weeks and I felt weak the whole time. It is bad for everyone.
Hasty Generalization	that makes sense unless they are dipping into their own product if you know what i mean by that one.
Hasty Generalization	He is better than his teammates, therefore he is right to blame them.
Hasty Generalization	it is already too expensive
Hasty Generalization	must do somthinggggggggggggggggggg  just goooooooooooooo onnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
Hasty Generalization	Yes, the have money and that's pretty much all it takes to get away with a crime.
Hasty Generalization	just do better just gooooooooooooooooooooooooooooooooooooooooo
Hasty Generalization	Hitler censored media. Kim yong il censored media. Only bad people censor media.
Hasty Generalization	Oliver Kahn was definitly the best worldkeeper when he played. He was trained by the same person as Neuer. Therefore Neuer was the best goalkeeper 2014 as well.
Hasty Generalization	People throw garbage out their windows.  Everyone throwing garbage out their windows will pile up in the streets.
Hasty Generalization	They do have a positive impact on my son, he is more social now. Therefore they are good for society, too.
Hasty Generalization	I was at a normal school, and today i am studying. Obviously the grading system in high school was great.
Hasty Generalization	But do you remember fukushima? It exploded. All nuclear reactors are potential bombs.
Hasty Generalization	No cellphones shouldn't be used during class. Students will never listen to teachers and they will cheat on tests.
Hasty Generalization	A police patrol just arrested two immigrants from Africa for breaking into a family house in Bayern. We MUST keep our borders closed  for these criminals.
Hasty Generalization	You should be allowed to use cell phones because my friend had an emergency one time so all kids have emergencies.
Hasty Generalization	There must have been people on the moon because there are movies about it.
Hasty Generalization	Uniforms are common in armies. They are totally usefull.
Hasty Generalization	Some people did already die because of medicine, which has not been tested on animals. All others who take such medicine will also die, if it stays illegal.
Hasty Generalization	The grading system works because all the kids from this country use it.
Hasty Generalization	An Insect does not need any rights.
Hasty Generalization	"All TV-Shows are bad. Look at ""the bachelor"". Children cannot learn from it."
Hasty Generalization	Singe sex toilets have shown to work well for society. Therefore single sex schools are also better than co-ed ones.
Hasty Generalization	We should worry about what benefits society in a whole than just one group of people.
Hasty Generalization	Remember the deutsche bahn-strike?  It was useless. Strikes are useless.
Hasty Generalization	Monarchy in Bavaria has failed. So must follow all other non-democratic systems.
Hasty Generalization	Jesus also beat up merchants who were selling goods in the temple. If the religion is built upon his teachings, then it also includes violance.
Hasty Generalization	It is a good movie and deserved it!
Hasty Generalization	No, that only applies to Catholics.
Hasty Generalization	Smartphones were nice for the communication among friends and family, because everybody can reach everyone else anytime. Why should television be bad?
Hasty Generalization	I do just think, that germany is fair. You got a health-insurance for everyone, even for celebs. Thats why legal system has to be fair, too.
Hasty Generalization	If I look at all these global organizations (OSN, NATO, EU commission), it just seems a global force is made for profit of only these guys sitting there. They do only care about themselves. Will then this new global force be different? I doubt so, this is the same sort of people.
Hasty Generalization	If God didn't want people to be able to change the way they look, he wouldn't have made it possible to do so.
Hasty Generalization	A friend of mine lives vegan. He got ill. Veganism is bad for everybody.
Hasty Generalization	Inception did not get 11 Oscars. So Titanic shouldnt get 11 oscars as well. Both movies had Leonardo di Caprio as main-actor.
Hasty Generalization	Gorillas are mostly large and strong enough to kill any human so all Gorillas should be kept in Zoos.
Hasty Generalization	Yes, people talk less because they are too wrapped up in watching TV.
Hasty Generalization	A global task force to stop Ebola solved the issue, so this environment task force will do its job, too.
Hasty Generalization	Studies have shown, that if you hold a gorilla-family in a cage, they will start to kill each other because of hierarchy-conflicts. This shows, that the gorilla is not made for the zoo.
Hasty Generalization	Christiano Ronaldo played so bad in 2014. He cannot be the best in 2016.
Hasty Generalization	Pfft, all those refugees are probably criminals anyway.
Hasty Generalization	Apple earns a lot of money with selling music on itunes. If they payed for streaming, more musicians would use their services and apple could earn much more money.
Hasty Generalization	My sister is only watching TV and talks less than earlier. TV is bad for communication among family-members.
Hasty Generalization	The Greek finance minister seems very irresponsible during the negotiations with Euro authorities. It's no wonder that if all Greeks  are alike, they're in a deep crisis now. They should leave Eurozone.
Hasty Generalization	How is that bad for their development? This is common sense. Technology is a form of science which is crucial to our future generations to learn.
Hasty Generalization	No, he killed a lot of children and has brought Syria chaos and destruction. He is a killer, not a talker.
Hasty Generalization	No, let them in. They do all need our help.
Hasty Generalization	No, because the Ozon layer problem was solved without it. So no need for that!
Hasty Generalization	If we throw out one country, all other countries will follow.
Hasty Generalization	In my region 40 % of the population is smoking. We should protect the non-smokers.
Hasty Generalization	Actor nothing mater. But the story and the screenplay plays a role.
Hasty Generalization	If we allow assisting sick people with their suicide, it is soon healthy people who want assisted suicide, as well.
Hasty Generalization	no it wont become a reality because flying cars needs much traffic regularization.
Hasty Generalization	animals can feel pain and emotions just like people. they should have special rights that gives them protection.
Hasty Generalization	Its beneficial for handicapped children to study with healthy ones. So its also the other way round.
Hasty Generalization	Tupac Shakur was one of the first solo rap artists to have crossover chart appeal. so i think most influential rapper in history
Hasty Generalization	I dont know a healthy person that wants to suicide. No healthy person wants this.
Hasty Generalization	Not at all - they've been bringing up some cool stuff recently, but the new Windows 10 is just a disaster, they cannot compare to Apple at all.
Hasty Generalization	Yeah. Definitely deserves it.
Hasty Generalization	give me more points
Hasty Generalization	No, because if one company sends jobs to developing countries, then they all will.
Hasty Generalization	Yes, the Regensburger Domspatzen-male-school is the best in the area.
Hasty Generalization	My father told me that things were better when he was a child and the news was censored!
Hasty Generalization	Maroccan immigrans look only for their finacial advantages, so non- European immigrans should not be accepted.
Hasty Generalization	Past years and data have shown us that non-Europeans who have immigrated to Europe do not often cause issues and some even boost the economy. Therefore, all non-Europeans can and will boost European economy and preserve the integrity of European countries.
Hasty Generalization	Since abortion can't be applied when the baby is older than 7 weeks, it should be made illegal.
Hasty Generalization	Television may harm children because children become addict in seeing the television
Hasty Generalization	Well there are newspaper articles about it so it must be true.
Hasty Generalization	Mark Zuckerberg is as rich as Bill Gates, therefore Apple is the new Microsoft.
Hasty Generalization	I dont care. Since the attacks from cologne i know how what refugees are: Criminals. And criminals dont belong here. Send them all back!
Hasty Generalization	I THINK THAT A GOD RULED SOCIETY IS THE BEST SYSTEM.
Hasty Generalization	I agree!  It would cause alot of problems.
Hasty Generalization	We need to talk to everyone.
